@relation bookkeeper_TE1
@attribute SIZE numeric
@attribute NR numeric
@attribute N_AUTH numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute CHURN numeric
@attribute MAX_CHURN numeric
@attribute AVG_CHURN numeric
@attribute IS_BUGGY {'true', 'false'}
@data
35,0,0,0,0,0.0,0,0,0.0,false
379,3,2,22,17,7.333333333333333,219,211,73.0,false
92,1,1,2,2,2.0,0,0,0.0,false
88,1,1,1,1,1.0,4,4,4.0,true
63,0,0,0,0,0.0,0,0,0.0,false
51,1,1,2,2,2.0,1,1,1.0,false
147,0,0,0,0,0.0,0,0,0.0,false
148,1,1,10,10,10.0,1,1,1.0,true
105,0,0,0,0,0.0,0,0,0.0,false
77,1,1,0,0,0.0,9,9,9.0,false
694,10,3,102,44,10.2,107,43,10.7,false
62,0,0,0,0,0.0,0,0,0.0,false
35,1,1,1,1,1.0,0,0,0.0,false
27,0,0,0,0,0.0,0,0,0.0,false
190,1,1,2,2,2.0,13,13,13.0,false
66,0,0,0,0,0.0,0,0,0.0,false
84,0,0,0,0,0.0,0,0,0.0,false
171,1,1,3,3,3.0,2,2,2.0,false
88,1,1,30,30,30.0,25,25,25.0,false
312,5,3,6,4,1.2,64,44,12.8,false
175,2,2,30,28,15.0,24,21,12.0,false
50,0,0,0,0,0.0,0,0,0.0,false
425,1,1,3,3,3.0,1,1,1.0,false
74,1,1,1,1,1.0,0,0,0.0,false
62,0,0,0,0,0.0,0,0,0.0,false
48,0,0,0,0,0.0,0,0,0.0,false
46,0,0,0,0,0.0,0,0,0.0,false
509,6,3,36,20,6.0,163,124,27.166666666666668,false
65,1,1,9,9,9.0,4,4,4.0,false
36,2,1,0,0,0.0,7,5,3.5,false
56,1,1,3,3,3.0,0,0,0.0,false
31,0,0,0,0,0.0,0,0,0.0,false
28,0,0,0,0,0.0,0,0,0.0,false
114,1,1,14,14,14.0,0,0,0.0,false
764,20,3,842,370,42.1,612,327,30.6,false
363,1,1,11,11,11.0,6,6,6.0,false
183,0,0,0,0,0.0,0,0,0.0,false
58,0,0,0,0,0.0,0,0,0.0,false
800,4,2,19,11,4.75,72,62,18.0,false
42,0,0,0,0,0.0,0,0,0.0,false
582,6,3,118,67,19.666666666666668,116,68,19.333333333333332,false
90,0,0,0,0,0.0,0,0,0.0,false
143,1,1,0,0,0.0,5,5,5.0,false
79,1,1,1,1,1.0,1,1,1.0,true
132,0,0,0,0,0.0,0,0,0.0,false
141,1,1,0,0,0.0,4,4,4.0,false
38,0,0,0,0,0.0,0,0,0.0,false
612,4,1,25,7,6.25,160,92,40.0,false
90,1,1,22,22,22.0,3,3,3.0,false
85,0,0,0,0,0.0,0,0,0.0,false
85,1,1,0,0,0.0,4,4,4.0,false
80,1,1,0,0,0.0,5,5,5.0,false
103,1,1,1,1,1.0,4,4,4.0,false
160,1,1,0,0,0.0,1,1,1.0,false
271,1,1,13,13,13.0,11,11,11.0,false
86,1,1,2,2,2.0,16,16,16.0,false
507,4,2,36,31,9.0,25,16,6.25,false
27,1,1,53,53,53.0,52,52,52.0,false
111,0,0,0,0,0.0,0,0,0.0,false
64,0,0,0,0,0.0,0,0,0.0,false
37,0,0,0,0,0.0,0,0,0.0,false
43,0,0,0,0,0.0,0,0,0.0,false
664,1,1,1,1,1.0,0,0,0.0,false
74,0,0,0,0,0.0,0,0,0.0,false
48,0,0,0,0,0.0,0,0,0.0,false
256,3,2,21,14,7.0,22,19,7.333333333333333,false
