DATASET,TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TP,FP,TN,FN,NPOFB20,COST
zookeeper,2,64.93775933609959,Naive Bayes,true,true,false,0.5142857142857142,0.09782608695652174,0.57852749032162,0.12638061071721166,18.0,17.0,1151.0,166.0,0.17391304347826086,1677
zookeeper,3,74.03993855606758,Naive Bayes,true,true,false,0.3902439024390244,0.08333333333333333,0.631012033045977,0.09195648106070714,16.0,25.0,1135.0,176.0,0.16666666666666666,1785
zookeeper,4,77.22419928825623,Naive Bayes,true,true,false,0.40404040404040403,0.22727272727272727,0.5613552807486631,0.22714887292543987,40.0,59.0,1301.0,136.0,0.23529411764705882,1419
zookeeper,5,81.44927536231884,Naive Bayes,true,true,false,0.35185185185185186,0.16964285714285715,0.6326576791158537,0.14808652246256274,38.0,70.0,1242.0,186.0,0.07142857142857142,1930
zookeeper,6,83.80566801619433,Naive Bayes,true,true,false,0.6290322580645161,0.1392857142857143,0.6283184523809524,0.1757727130814858,39.0,23.0,1297.0,241.0,0.22857142857142856,2433
zookeeper,7,83.72881355932203,Naive Bayes,true,true,false,0.3333333333333333,0.16129032258064516,0.65585931470906,0.14540059347181003,40.0,80.0,1592.0,208.0,0.1935483870967742,2160
zookeeper,8,85.90564938846826,Naive Bayes,true,true,false,0.3769230769230769,0.1701388888888889,0.6130305252157497,0.1563902566560632,49.0,81.0,1567.0,239.0,0.1388888888888889,2471
zookeeper,9,80.8761186999529,Naive Bayes,true,true,false,0.28292682926829266,0.2013888888888889,0.6991624436936937,0.17441396347317625,58.0,147.0,2813.0,230.0,0.1388888888888889,2447
zookeeper,10,83.84676145339652,Naive Bayes,true,true,false,0.23529411764705882,0.16176470588235295,0.6621133578431373,0.1329943147730196,44.0,143.0,2857.0,228.0,0.23529411764705882,2423
zookeeper,11,90.62276306370795,Naive Bayes,true,true,false,0.526595744680851,0.309375,0.7550024634009009,0.3120214135664429,99.0,89.0,1687.0,221.0,0.15384615384615385,2299
zookeeper,12,100.0,Naive Bayes,true,true,false,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0
zookeeper,13,91.39679424272163,Naive Bayes,true,true,false,0.4838709677419355,0.21306818181818182,0.6675982318908261,0.2156205879650127,75.0,80.0,1672.0,277.0,0.18181818181818182,2850
zookeeper,14,92.05058717253839,Naive Bayes,true,true,false,0.47580645161290325,0.15691489361702127,0.6554043288557702,0.16200226018746233,59.0,65.0,1671.0,317.0,0.1956521739130435,3235
zookeeper,15,92.63598326359832,Naive Bayes,true,true,false,0.6504065040650406,0.20408163265306123,0.6901133127669673,0.24362016367246123,80.0,43.0,1677.0,312.0,0.1836734693877551,3163
zookeeper,16,92.65960196433187,Naive Bayes,true,true,false,0.6311475409836066,0.2047872340425532,0.6969263398868839,0.2482841402234464,77.0,45.0,1851.0,299.0,0.23404255319148937,3035
zookeeper,17,93.09432146294515,Naive Bayes,true,true,false,0.6528925619834711,0.14962121212121213,0.6210792883587001,0.1724929679196199,79.0,42.0,1726.0,449.0,0.13636363636363635,4532
zookeeper,18,93.54040063020481,Naive Bayes,true,true,false,0.5929203539823009,0.11631944444444445,0.6064695373062016,0.122256448688771,67.0,46.0,1674.0,509.0,0.1111111111111111,5136
zookeeper,19,93.9323467230444,Naive Bayes,true,true,false,0.6339285714285714,0.1056547619047619,0.5897663213992493,0.10639598044541025,71.0,41.0,1583.0,601.0,0.13253012048192772,6051
zookeeper,20,93.99841017488076,Naive Bayes,true,true,false,0.6177777777777778,0.20684523809523808,0.6496516969746614,0.19801453490866325,139.0,86.0,1658.0,533.0,0.17857142857142858,5416
zookeeper,21,93.8981153200224,Naive Bayes,true,true,false,0.43636363636363634,0.20270270270270271,0.626012345102019,0.15559555041205247,120.0,155.0,1869.0,472.0,0.136986301369863,4875
zookeeper,22,93.85288966725044,Naive Bayes,true,true,false,0.4418604651162791,0.22265625,0.6518516407611062,0.1981234667813152,114.0,144.0,2152.0,398.0,0.36507936507936506,4124
zookeeper,1,49.840255591054316,IBk,true,true,false,0.0,0.0,0.5152658607125403,0.0,0.0,0.0,1206.0,207.0,0.22727272727272727,2070
zookeeper,2,64.93775933609959,IBk,true,true,false,0.5,0.0966183574879227,0.5705593423481055,0.12329900007518238,20.0,20.0,1294.0,187.0,0.22727272727272727,1890
zookeeper,3,74.03993855606758,IBk,true,true,false,0.2608695652173913,0.1388888888888889,0.6137647225769831,0.09163212281084544,30.0,85.0,1220.0,186.0,0.17391304347826086,1945
zookeeper,4,77.22419928825623,IBk,true,true,false,0.3835616438356164,0.2828282828282828,0.5722255232059154,0.25291828793774307,56.0,90.0,1440.0,142.0,0.11764705882352941,1510
zookeeper,5,81.44927536231884,IBk,true,true,false,0.2994350282485876,0.21031746031746032,0.6237001010883124,0.14408744617423014,53.0,124.0,1352.0,199.0,0.14285714285714285,2114
zookeeper,6,83.80566801619433,IBk,true,true,false,0.54,0.17142857142857143,0.6199818288707177,0.19210526315789478,54.0,46.0,1439.0,261.0,0.34285714285714286,2656
zookeeper,7,83.72881355932203,IBk,true,true,false,0.30412371134020616,0.2114695340501792,0.6494400713415993,0.1605249674851217,59.0,135.0,1746.0,220.0,0.2903225806451613,2335
zookeeper,8,85.90564938846826,IBk,true,true,false,0.3316062176165803,0.19753086419753085,0.6081745175596308,0.1535722634825297,64.0,129.0,1725.0,260.0,0.2,2729
zookeeper,9,80.8761186999529,IBk,true,true,false,0.2507936507936508,0.24382716049382716,0.6893527787046305,0.17515226775471623,79.0,236.0,3094.0,245.0,0.2571428571428571,2686
zookeeper,10,83.84676145339652,IBk,true,true,false,0.20833333333333334,0.21241830065359477,0.6553715807310578,0.13800281585516494,65.0,247.0,3128.0,241.0,0.17647058823529413,2657
zookeeper,11,90.62276306370795,IBk,true,true,false,0.45353159851301117,0.3388888888888889,0.7413128406183962,0.29598403104454246,122.0,147.0,1851.0,238.0,0.225,2527
zookeeper,12,100.0,IBk,true,true,false,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0
zookeeper,13,91.39679424272163,IBk,true,true,false,0.44,0.25,0.6626942945436096,0.22486988148241063,99.0,126.0,1845.0,297.0,0.1590909090909091,3096
zookeeper,14,92.05058717253839,IBk,true,true,false,0.4175257731958763,0.19148936170212766,0.6457641090448228,0.16959323065011217,81.0,113.0,1840.0,342.0,0.21739130434782608,3533
zookeeper,15,92.63598326359832,IBk,true,true,false,0.5714285714285714,0.23582766439909297,0.6803517961878981,0.25284377642598005,104.0,78.0,1857.0,337.0,0.1875,3448
zookeeper,16,92.65960196433187,IBk,true,true,false,0.5233160621761658,0.23877068557919623,0.6860125529365736,0.250162625476716,101.0,92.0,2041.0,322.0,0.1956521739130435,3312
zookeeper,17,93.09432146294515,IBk,true,true,false,0.5517241379310345,0.16161616161616163,0.6130527666475379,0.16275677646772813,96.0,78.0,1911.0,498.0,0.18181818181818182,5058
zookeeper,18,93.54040063020481,IBk,true,true,false,0.5348837209302325,0.1419753086419753,0.6019678916642741,0.13316110404042333,92.0,80.0,1855.0,556.0,0.2361111111111111,5640
zookeeper,19,93.9323467230444,IBk,true,true,false,0.5617977528089888,0.13227513227513227,0.5865616574428835,0.11545470577861398,100.0,78.0,1749.0,656.0,0.19047619047619047,6638
zookeeper,20,93.99841017488076,IBk,true,true,false,0.5612903225806452,0.23015873015873015,0.6431709760583358,0.19646324652031483,174.0,136.0,1826.0,582.0,0.25301204819277107,5956
zookeeper,21,93.8981153200224,IBk,true,true,false,0.41944444444444445,0.22672672672672672,0.6211402443286501,0.16112847332950633,151.0,209.0,2068.0,515.0,0.1917808219178082,5359
zookeeper,22,93.85288966725044,IBk,true,true,false,0.41595441595441596,0.2534722222222222,0.6511676909923861,0.20525657071339196,146.0,205.0,2378.0,430.0,0.25,4505
zookeeper,1,49.840255591054316,Random Forest,true,false,true,0.0,0.0,0.5119305645684621,0.0,0.0,0.0,1340.0,230.0,0.09090909090909091,2300
zookeeper,2,64.93775933609959,Random Forest,true,false,true,0.5,0.08695652173913043,0.5605405002977963,0.11235441881708133,20.0,20.0,1440.0,210.0,0.09090909090909091,2120
zookeeper,3,74.03993855606758,Random Forest,true,false,true,0.2608695652173913,0.125,0.5976465517241379,0.08480954566314798,30.0,85.0,1365.0,210.0,0.20833333333333334,2185
zookeeper,4,77.22419928825623,Random Forest,true,false,true,0.3835616438356164,0.2545454545454545,0.5530628342245989,0.23618594161132697,56.0,90.0,1610.0,164.0,0.11764705882352941,1730
zookeeper,5,81.44927536231884,Random Forest,true,false,true,0.2994350282485876,0.18928571428571428,0.6055302700348432,0.13413506012950968,53.0,124.0,1516.0,227.0,0.14814814814814814,2394
zookeeper,6,83.80566801619433,Random Forest,true,false,true,0.54,0.15428571428571428,0.607595670995671,0.1759036144578312,54.0,46.0,1604.0,296.0,0.2,3006
zookeeper,7,83.72881355932203,Random Forest,true,false,true,0.30412371134020616,0.19032258064516128,0.641834388022843,0.14956119413946312,59.0,135.0,1955.0,251.0,0.26666666666666666,2645
zookeeper,8,85.90564938846826,Random Forest,true,false,true,0.3316062176165803,0.17777777777777778,0.6040554207119742,0.14241640957225013,64.0,129.0,1931.0,296.0,0.25,3089
zookeeper,9,80.8761186999529,Random Forest,true,false,true,0.2507936507936508,0.21944444444444444,0.6838243243243243,0.1649679754942915,79.0,236.0,3464.0,281.0,0.3333333333333333,3046
zookeeper,10,83.84676145339652,Random Forest,true,false,true,0.20833333333333334,0.19117647058823528,0.6521882352941176,0.1301843130225052,65.0,247.0,3503.0,275.0,0.29411764705882354,2997
zookeeper,11,90.62276306370795,Random Forest,true,false,true,0.45353159851301117,0.305,0.7355416666666666,0.27581003915243424,122.0,147.0,2073.0,278.0,0.3,2927
zookeeper,12,100.0,Random Forest,true,false,true,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0
zookeeper,13,91.39679424272163,Random Forest,true,false,true,0.44,0.225,0.6587489622249896,0.20809181469422003,99.0,126.0,2064.0,341.0,0.16279069767441862,3536
zookeeper,14,92.05058717253839,Random Forest,true,false,true,0.4175257731958763,0.1723404255319149,0.6425041670752034,0.15619508468101342,81.0,113.0,2057.0,389.0,0.1956521739130435,4003
zookeeper,15,92.63598326359832,Random Forest,true,false,true,0.5714285714285714,0.21224489795918366,0.6790422401518748,0.23234652695961672,104.0,78.0,2072.0,386.0,0.1875,3938
zookeeper,16,92.65960196433187,Random Forest,true,false,true,0.5233160621761658,0.2148936170212766,0.6785407128108448,0.23053776079929486,101.0,92.0,2278.0,369.0,0.2391304347826087,3782
zookeeper,17,93.09432146294515,Random Forest,true,false,true,0.5517241379310345,0.14545454545454545,0.6071705745235157,0.1485096353805629,96.0,78.0,2132.0,564.0,0.2,5718
zookeeper,18,93.54040063020481,Random Forest,true,false,true,0.5348837209302325,0.12777777777777777,0.5947538759689922,0.12126139528447152,92.0,80.0,2070.0,628.0,0.18309859154929578,6360
zookeeper,19,93.9323467230444,Random Forest,true,false,true,0.5617977528089888,0.11904761904761904,0.5777213816561108,0.1048417231623341,100.0,78.0,1952.0,740.0,0.1686746987951807,7478
zookeeper,20,93.99841017488076,Random Forest,true,false,true,0.5612903225806452,0.20714285714285716,0.6414681629532547,0.17958132917823988,174.0,136.0,2044.0,666.0,0.1686746987951807,6796
zookeeper,21,93.8981153200224,Random Forest,true,false,true,0.4182825484764543,0.20405405405405405,0.6165382971904712,0.1478347939817157,151.0,210.0,2320.0,589.0,0.136986301369863,6100
zookeeper,22,93.85288966725044,Random Forest,true,false,true,0.41761363636363635,0.2296875,0.6484581881533101,0.1917885041697457,147.0,205.0,2665.0,493.0,0.203125,5135
zookeeper,1,49.840255591054316,Naive Bayes,true,false,true,0.0,0.0,0.513146180702667,0.0,0.0,0.0,1474.0,253.0,0.17391304347826086,2530
zookeeper,2,64.93775933609959,Naive Bayes,true,false,true,0.5,0.07905138339920949,0.5611602242578473,0.10319441240010895,20.0,20.0,1586.0,233.0,0.17391304347826086,2350
zookeeper,3,74.03993855606758,Naive Bayes,true,false,true,0.2627118644067797,0.11742424242424243,0.6039529305595136,0.08174007538968314,31.0,87.0,1508.0,233.0,0.125,2417
zookeeper,4,77.22419928825623,Naive Bayes,true,false,true,0.3918918918918919,0.2396694214876033,0.5616718964069475,0.23051720102972145,58.0,90.0,1780.0,184.0,0.2777777777777778,1930
zookeeper,5,81.44927536231884,Naive Bayes,true,false,true,0.30386740331491713,0.17857142857142858,0.6131594292625335,0.13114910688699993,55.0,126.0,1678.0,253.0,0.14285714285714285,2656
zookeeper,6,83.80566801619433,Naive Bayes,true,false,true,0.5471698113207547,0.15064935064935064,0.6133877142141605,0.1738268341044286,58.0,48.0,1767.0,327.0,0.14285714285714285,3318
zookeeper,7,83.72881355932203,Naive Bayes,true,false,true,0.31343283582089554,0.18475073313782991,0.645647922914336,0.1511503341325308,63.0,138.0,2161.0,278.0,0.16129032258064516,2918
zookeeper,8,85.90564938846826,Naive Bayes,true,false,true,0.3434343434343434,0.1717171717171717,0.6060762077973022,0.14407067618076794,68.0,130.0,2136.0,328.0,0.16666666666666666,3410
zookeeper,9,80.8761186999529,Naive Bayes,true,false,true,0.25391849529780564,0.20454545454545456,0.6793763805127442,0.16012150141028408,81.0,238.0,3832.0,315.0,0.19444444444444445,3388
zookeeper,10,83.84676145339652,Naive Bayes,true,false,true,0.21518987341772153,0.18181818181818182,0.6497258142926592,0.13092872868419203,68.0,248.0,3877.0,306.0,0.23529411764705882,3308
zookeeper,11,90.62276306370795,Naive Bayes,true,false,true,0.4635036496350365,0.28863636363636364,0.7309656764202219,0.27023033884757913,127.0,147.0,2295.0,313.0,0.2,3277
zookeeper,12,100.0,Naive Bayes,true,false,true,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0
zookeeper,13,91.39679424272163,Naive Bayes,true,false,true,0.45217391304347826,0.21487603305785125,0.6615978647564745,0.20570364445929934,104.0,126.0,2283.0,380.0,0.18181818181818182,3926
zookeeper,14,92.05058717253839,Naive Bayes,true,false,true,0.4321608040201005,0.16634429400386846,0.6475306686200802,0.15677732242041367,86.0,113.0,2274.0,431.0,0.17391304347826086,4423
zookeeper,15,92.63598326359832,Naive Bayes,true,false,true,0.5797872340425532,0.20222634508348794,0.6819817452254783,0.22551641460715588,109.0,79.0,2286.0,430.0,0.16326530612244897,4379
zookeeper,16,92.65960196433187,Naive Bayes,true,false,true,0.54,0.20889748549323017,0.6810287583125034,0.23018157422035612,108.0,92.0,2515.0,409.0,0.19148936170212766,4182
zookeeper,17,93.09432146294515,Naive Bayes,true,false,true,0.5628415300546448,0.1418732782369146,0.6064371133646778,0.14770600734179049,103.0,80.0,2351.0,623.0,0.12121212121212122,6310
zookeeper,18,93.54040063020481,Naive Bayes,true,false,true,0.5449438202247191,0.12247474747474747,0.5929639951310142,0.11887259750433227,97.0,81.0,2284.0,695.0,0.11267605633802817,7031
zookeeper,19,93.9323467230444,Naive Bayes,true,false,true,0.5760869565217391,0.11471861471861472,0.5776719921368376,0.10426216717058415,106.0,78.0,2155.0,818.0,0.10843373493975904,8258
zookeeper,20,93.99841017488076,Naive Bayes,true,false,true,0.5766871165644172,0.20346320346320346,0.6393274157035624,0.1821449375952802,188.0,138.0,2260.0,736.0,0.13095238095238096,7498
zookeeper,21,93.8981153200224,Naive Bayes,true,false,true,0.41645244215938304,0.19901719901719903,0.6134853943872988,0.14405808063512296,162.0,227.0,2556.0,652.0,0.08108108108108109,6747
zookeeper,22,93.85288966725044,Naive Bayes,true,false,true,0.42702702702702705,0.22443181818181818,0.6459812879747747,0.19281947975510785,158.0,212.0,2945.0,546.0,0.109375,5672
zookeeper,1,49.840255591054316,IBk,true,false,true,0.0,0.0,0.5204266259283293,0.0,0.0,0.0,1608.0,276.0,0.22727272727272727,2760
zookeeper,2,64.93775933609959,IBk,true,false,true,0.5,0.07246376811594203,0.5610668552709946,0.09541540609727689,20.0,20.0,1732.0,256.0,0.21739130434782608,2580
zookeeper,3,74.03993855606758,IBk,true,false,true,0.2605042016806723,0.1076388888888889,0.6096553719667944,0.07556563238255275,31.0,88.0,1652.0,257.0,0.375,2658
zookeeper,4,77.22419928825623,IBk,true,false,true,0.3918918918918919,0.2196969696969697,0.5530850787284611,0.217103813092352,58.0,90.0,1950.0,206.0,0.1111111111111111,2150
zookeeper,5,81.44927536231884,IBk,true,false,true,0.30601092896174864,0.16666666666666666,0.6175406201606659,0.1259060402684563,56.0,127.0,1841.0,280.0,0.39285714285714285,2927
zookeeper,6,83.80566801619433,IBk,true,false,true,0.5555555555555556,0.14285714285714285,0.6194330206830206,0.16768665850673192,60.0,48.0,1932.0,360.0,0.42857142857142855,3648
zookeeper,7,83.72881355932203,IBk,true,false,true,0.3170731707317073,0.17473118279569894,0.6464212369878753,0.14701439134928881,65.0,140.0,2368.0,307.0,0.16129032258064516,3210
zookeeper,8,85.90564938846826,IBk,true,false,true,0.3497536945812808,0.16435185185185186,0.6062750022473931,0.14201677046327318,71.0,132.0,2340.0,361.0,0.2571428571428571,3742
zookeeper,9,80.8761186999529,IBk,true,false,true,0.2537764350453172,0.19444444444444445,0.6763331039372706,0.15519014079581445,84.0,247.0,4193.0,348.0,0.2777777777777778,3727
zookeeper,10,83.84676145339652,IBk,true,false,true,0.215625,0.16911764705882354,0.6472064270152506,0.1256630626974693,69.0,251.0,4249.0,339.0,0.23529411764705882,3641
zookeeper,11,90.62276306370795,IBk,true,false,true,0.47586206896551725,0.2875,0.7304589745995996,0.2750756133079421,138.0,152.0,2512.0,342.0,0.25,3572
zookeeper,12,100.0,IBk,true,false,true,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0
zookeeper,13,91.39679424272163,IBk,true,false,true,0.4641350210970464,0.20833333333333334,0.6620438834693971,0.20519133409855914,110.0,127.0,2501.0,418.0,0.20454545454545456,4307
zookeeper,14,92.05058717253839,IBk,true,false,true,0.42786069651741293,0.1524822695035461,0.6477422214596202,0.14483301104519672,86.0,115.0,2489.0,478.0,0.23404255319148937,4895
zookeeper,15,92.63598326359832,IBk,true,false,true,0.5846153846153846,0.19387755102040816,0.6818488635764384,0.2189848722295071,114.0,81.0,2499.0,474.0,0.2653061224489796,4821
zookeeper,16,92.65960196433187,IBk,true,false,true,0.5533980582524272,0.20212765957446807,0.6821596542677879,0.22771879829015226,114.0,92.0,2752.0,450.0,0.2978723404255319,4592
zookeeper,17,93.09432146294515,IBk,true,false,true,0.5736842105263158,0.13762626262626262,0.6074703482791718,0.14599967283859264,109.0,81.0,2571.0,683.0,0.18181818181818182,6911
zookeeper,18,93.54040063020481,IBk,true,false,true,0.5444444444444444,0.11342592592592593,0.5938352354292277,0.1108188288248791,98.0,82.0,2498.0,766.0,0.2638888888888889,7742
zookeeper,19,93.9323467230444,IBk,true,false,true,0.5806451612903226,0.10714285714285714,0.5787623478510178,0.09871881321645308,108.0,78.0,2358.0,900.0,0.2261904761904762,9078
zookeeper,20,93.99841017488076,IBk,true,false,true,0.5780346820809249,0.1984126984126984,0.6363381935342944,0.17866469011916325,200.0,146.0,2470.0,808.0,0.11904761904761904,8226
zookeeper,21,93.8981153200224,IBk,true,false,true,0.4226044226044226,0.19369369369369369,0.6148657921755748,0.1438541526144664,172.0,235.0,2801.0,716.0,0.13513513513513514,7395
zookeeper,22,93.85288966725044,IBk,true,false,true,0.42455242966751916,0.21614583333333334,0.6440072408536586,0.18635445017813046,166.0,225.0,3219.0,602.0,0.1875,6245
