JAVA_CLASS,RELEASE,SIZE,NR,N_AUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,IS_BUGGY
src/java/main/org/apache/jute/XmlInputArchive.java,2,251,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java,2,60,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,2,189,0,0,0,0,0.0,0,0,0.0,true
src/java/jmx/org/apache/zookeeper/server/ObservableZooKeeperServer.java,2,56,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/version/util/VerGen.java,2,120,0,0,0,0,0.0,0,0,0.0,true
src/java/jmx/org/apache/zookeeper/jmx/server/DataTreeMXBean.java,2,46,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/ServerConfig.java,2,67,1,1,5,5,5.0,2,2,2.0,false
src/java/main/org/apache/jute/compiler/JBuffer.java,2,107,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JCompType.java,2,55,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,2,219,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,2,582,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/CreateMode.java,2,89,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/Follower.java,2,378,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,2,115,1,1,1,1,1.0,5,5,5.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LocalPeerMXBean.java,2,34,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JBoolean.java,2,43,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerBean.java,2,38,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/RecordWriter.java,2,117,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,2,76,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,2,395,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,2,33,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,2,485,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/jute/BinaryInputArchive.java,2,132,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerMXBean.java,2,33,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollower.java,2,78,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/ZooKeeperServerMXBean.java,2,74,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/RemotePeerBean.java,2,45,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/util/ZooKeeperObserverManager.java,2,61,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/Election.java,2,26,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/Util.java,2,305,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,2,246,0,0,0,0,0.0,0,0,0.0,true
src/java/jmx/org/apache/zookeeper/server/util/ConnectionObserver.java,2,38,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/ClientCnxn.java,2,1045,1,1,84,84,84.0,14,14,14.0,true
src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,2,222,1,1,137,137,137.0,8,8,8.0,true
src/java/main/org/apache/jute/compiler/JRecord.java,2,508,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java,2,114,0,0,0,0,0.0,0,0,0.0,true
src/java/main/org/apache/jute/Utils.java,2,278,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/generated/ParseException.java,2,210,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/DataTree.java,2,798,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerMXBean.java,2,26,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/util/QuorumPeerObserver.java,2,69,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JString.java,2,47,0,0,0,0,0.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/server/ManagedZooKeeperServer.java,2,125,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/DataNode.java,2,125,1,1,1,1,1.0,0,0,0.0,false
src/java/jmx/org/apache/zookeeper/jmx/CommonNames.java,2,29,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/ServerStats.java,2,140,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,2,54,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/zookeeper/ClientWatchManager.java,2,39,0,0,0,0,0.0,0,0,0.0,false
src/java/main/org/apache/jute/compiler/JInt.java,2,35,0,0,0,0,0.0,0,0,0.0,false
