Filename,normNpofb10,,normNpofb15,,normNpofb20,,normNpofb25,,normNpofb30,,normNpofb35,,normNpofb40,,normNpofb45,,normNpofb50,,normNpofb55,,normNpofb60,,normNpofb65,,normNpofb70,,normNpofb75,,normNpofb80,,normNpofb85,,normNpofb90,,normNpofb95,,normNpofb100,,
None
